player_id,year,stint,team_id,league_id,g,ab,r,h,double,triple,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,g_idp,obp,slg,ops
johnsma01,1995,1,PIT,NL,79,221,32,46,6,1,13,28,5,2,37,66,2,2,0,1,2,0.326,0.421,0.746
jonesch06,1995,1,ATL,NL,140,524,87,139,22,3,23,86,8,4,73,99,1,0,1,4,10,0.353,0.45,0.803
jordabr01,1995,1,SLN,NL,131,490,83,145,20,4,22,81,24,9,22,79,4,11,0,2,5,0.339,0.488,0.827
joynewa01,1995,1,KCA,AL,131,465,69,144,28,0,12,83,3,2,69,65,10,2,5,9,10,0.394,0.447,0.842
justida01,1995,1,ATL,NL,120,411,73,104,17,2,24,78,4,2,73,68,5,2,0,5,5,0.365,0.479,0.844
karkoro01,1995,1,CHA,AL,113,323,44,70,14,1,13,51,2,3,39,84,0,5,9,6,5,0.306,0.387,0.693
karroer01,1995,1,LAN,NL,143,551,83,164,29,3,32,105,4,4,61,115,4,4,0,4,14,0.369,0.535,0.905
kellypa03,1995,1,NYA,AL,89,270,32,64,12,1,4,29,8,3,23,65,0,5,10,2,5,0.307,0.333,0.64
kellyro01,1995,2,LAN,NL,112,409,47,114,19,2,6,48,15,7,15,65,5,4,0,7,10,0.306,0.379,0.685
kentje01,1995,1,NYN,NL,125,472,65,131,22,3,20,65,3,3,29,89,3,8,1,4,9,0.327,0.464,0.791
kingemi01,1995,1,COL,NL,119,350,66,94,18,4,8,37,13,5,45,40,1,0,6,1,7,0.351,0.411,0.762
kingje01,1995,1,PIT,NL,122,445,61,118,27,2,18,87,7,4,55,63,5,1,0,8,10,0.342,0.456,0.798
kleskry01,1995,1,ATL,NL,107,329,48,102,25,2,23,70,5,4,47,72,10,2,0,3,8,0.396,0.608,1.004
knoblch01,1995,1,MIN,AL,136,538,107,179,34,8,11,63,46,18,78,95,3,10,0,3,15,0.424,0.487,0.911
lankfra01,1995,1,SLN,NL,132,483,81,134,35,2,25,82,24,8,63,110,6,2,0,5,10,0.36,0.513,0.873
lansimi01,1995,1,MON,NL,127,467,47,119,30,2,10,62,27,4,28,65,2,3,1,3,14,0.299,0.392,0.691
larkiba01,1995,1,CIN,NL,131,496,98,158,29,6,15,66,51,5,61,49,2,3,3,4,6,0.394,0.492,0.886
leiussc01,1995,1,MIN,AL,117,372,51,92,16,5,4,45,2,1,49,54,3,2,0,4,14,0.335,0.349,0.684
lemkema01,1995,1,ATL,NL,116,399,42,101,16,5,5,38,2,2,44,40,4,0,7,3,17,0.325,0.356,0.681
lewisda01,1995,1,SFN,NL,74,309,47,78,10,3,1,16,21,7,17,37,0,6,7,1,6,0.303,0.314,0.617
leyriji01,1995,1,NYA,AL,77,264,37,71,12,0,7,37,1,1,37,73,2,8,0,1,4,0.374,0.394,0.768
liriane01,1995,1,PIT,NL,107,259,29,74,12,1,5,38,2,2,24,34,3,2,1,3,2,0.347,0.398,0.745
listapa01,1995,1,ML4,AL,101,334,35,73,8,2,0,25,13,3,25,61,0,2,7,1,6,0.276,0.254,0.531
lockhke01,1995,1,KCA,AL,94,274,41,88,19,3,6,33,8,1,14,21,2,4,1,7,2,0.355,0.478,0.833
loftoke01,1995,1,CLE,AL,118,481,93,149,22,13,7,53,54,15,40,49,6,1,4,3,6,0.362,0.453,0.815
lopezja01,1995,1,ATL,NL,100,333,37,105,11,4,14,51,0,1,14,57,0,2,0,3,13,0.344,0.498,0.842
mabryjo01,1995,1,SLN,NL,129,388,35,119,21,1,5,41,0,3,24,45,5,2,0,4,6,0.347,0.405,0.752
macfami01,1995,1,BOS,AL,115,364,45,82,18,1,15,51,2,1,38,78,0,14,0,4,9,0.319,0.404,0.723
magadda01,1995,1,HOU,NL,127,348,44,109,24,0,2,51,2,1,71,56,9,0,1,2,9,0.428,0.399,0.827
mantoje01,1995,1,BAL,AL,89,254,31,65,9,0,17,38,0,3,24,69,0,2,0,0,6,0.325,0.492,0.817
manwaki01,1995,1,SFN,NL,118,379,21,95,15,2,4,36,1,0,27,72,6,10,4,4,8,0.314,0.332,0.647
martial03,1995,1,PIT,NL,124,439,70,124,25,3,13,41,20,11,44,92,6,2,1,0,5,0.351,0.442,0.792
martida01,1995,1,CHA,AL,119,303,49,93,16,4,5,37,8,2,32,41,2,1,9,4,6,0.371,0.436,0.806
martied01,1995,1,SEA,AL,145,511,121,182,52,0,29,113,4,3,116,87,19,8,0,4,11,0.479,0.628,1.107
martiti02,1995,1,SEA,AL,141,519,92,152,35,3,31,111,0,0,62,91,15,4,2,6,10,0.369,0.551,0.92
mattido01,1995,1,NYA,AL,128,458,59,132,32,2,7,49,0,2,40,35,7,1,0,8,17,0.341,0.413,0.754
mayde01,1995,2,HOU,NL,78,206,29,62,15,1,8,41,5,0,19,24,0,1,0,3,4,0.358,0.5,0.858
maynebr01,1995,1,KCA,AL,110,307,23,77,18,1,1,27,0,1,25,41,1,3,11,1,16,0.313,0.326,0.638
mcgeewi01,1995,1,BOS,AL,67,200,32,57,11,3,2,15,5,2,9,41,0,0,5,3,5,0.311,0.4,0.711
mcgrifr01,1995,1,ATL,NL,144,528,85,148,27,1,27,93,3,6,65,99,6,5,0,6,19,0.361,0.489,0.85
mcgwima01,1995,1,OAK,AL,104,317,75,87,13,0,39,90,1,1,88,77,5,11,0,6,9,0.441,0.685,1.125
mclemma01,1995,1,TEX,AL,129,467,73,122,20,5,5,41,21,11,59,71,6,3,10,3,10,0.346,0.358,0.703
mcraebr01,1995,1,CHN,NL,137,580,92,167,38,7,12,48,27,8,47,92,1,7,3,1,12,0.348,0.44,0.788
mearepa01,1995,1,MIN,AL,116,390,57,105,19,4,12,49,10,4,15,68,0,11,4,5,17,0.311,0.431,0.742
merceor01,1995,1,PIT,NL,132,487,75,146,29,4,15,83,7,2,52,74,9,1,0,5,9,0.365,0.468,0.833
mieskma01,1995,1,ML4,AL,117,267,42,67,13,1,12,48,2,4,27,45,0,4,0,5,8,0.323,0.442,0.765
milleor01,1995,1,HOU,NL,92,324,36,85,20,1,5,36,3,4,22,71,8,5,4,0,7,0.319,0.377,0.696
molitpa01,1995,1,TOR,AL,130,525,63,142,31,2,15,60,12,0,61,57,1,5,3,4,10,0.35,0.423,0.772
mondera01,1995,1,LAN,NL,139,536,91,153,23,6,26,88,27,4,33,96,4,4,0,7,7,0.328,0.496,0.824
moranmi01,1995,1,PHI,NL,127,494,65,140,34,7,6,49,9,6,42,80,3,9,4,1,11,0.35,0.417,0.767
morriha02,1995,1,CIN,NL,101,359,53,100,25,2,11,51,1,1,29,58,7,1,1,1,10,0.333,0.451,0.785
moutoja01,1995,1,HOU,NL,104,298,42,78,18,2,4,27,25,8,25,59,1,4,3,1,5,0.326,0.376,0.702
munozpe01,1995,1,MIN,AL,104,376,45,113,17,0,18,58,0,3,19,86,0,3,0,2,14,0.338,0.489,0.827
murraed02,1995,1,CLE,AL,113,436,68,141,21,0,21,82,5,1,39,65,5,0,0,5,12,0.375,0.516,0.891
myersgr01,1995,1,CAL,AL,85,273,35,71,12,2,9,38,0,1,17,49,3,1,1,2,4,0.304,0.418,0.721
naehrti01,1995,1,BOS,AL,126,433,61,133,27,2,10,57,0,2,77,66,5,4,4,2,16,0.415,0.448,0.863
nieveme01,1995,1,SDN,NL,98,234,32,48,6,1,14,38,2,3,19,88,0,5,1,3,9,0.276,0.419,0.695
nilssda01,1995,1,ML4,AL,81,263,41,73,12,1,12,53,2,0,24,41,4,2,0,5,9,0.337,0.468,0.804
nixonot01,1995,1,TEX,AL,139,589,87,174,21,2,0,45,50,21,58,85,1,0,6,3,6,0.357,0.338,0.695
nunnajo01,1995,1,KCA,AL,119,303,51,74,15,6,14,42,6,4,51,86,5,2,4,0,4,0.357,0.472,0.829
offerjo01,1995,1,LAN,NL,119,429,69,123,14,6,4,33,2,7,69,67,0,3,10,0,5,0.389,0.375,0.765
oleartr01,1995,1,BOS,AL,112,399,60,123,31,6,10,49,5,3,29,64,4,1,3,2,8,0.355,0.491,0.846
olerujo01,1995,1,TOR,AL,135,492,72,143,32,0,8,54,0,0,84,54,10,4,0,1,17,0.398,0.404,0.802
olivejo01,1995,1,ML4,AL,97,337,43,92,20,0,12,51,2,4,27,66,1,3,2,0,11,0.332,0.439,0.772
oneilpa01,1995,1,NYA,AL,127,460,82,138,30,4,22,96,1,2,71,76,8,1,0,11,25,0.387,0.526,0.913
oquenjo01,1995,1,SLN,NL,88,220,31,46,8,3,2,17,1,1,35,21,3,0,4,1,1,0.316,0.3,0.616
orsuljo01,1995,1,NYN,NL,108,290,41,82,19,2,1,37,1,3,19,35,2,1,1,6,3,0.323,0.372,0.695
owensp01,1995,1,CAL,AL,82,218,17,50,9,3,1,28,3,2,18,22,1,0,1,0,7,0.288,0.312,0.6
paglimi01,1995,1,TEX,AL,86,241,27,56,16,0,4,27,0,0,15,49,2,1,2,3,10,0.277,0.349,0.625
pagnoto01,1995,1,SLN,NL,62,219,17,47,14,1,2,15,0,1,11,31,0,1,0,1,9,0.254,0.315,0.569
palmera01,1995,1,BAL,AL,143,554,89,172,30,2,39,104,3,1,62,65,5,3,0,5,12,0.38,0.583,0.963
paquecr01,1995,1,OAK,AL,105,283,42,64,13,1,13,49,5,2,12,88,0,1,3,5,5,0.256,0.417,0.673
parenma01,1995,1,PIT,NL,69,233,25,54,9,0,15,33,0,0,23,62,2,0,1,0,5,0.301,0.464,0.764
pattejo01,1995,1,SFN,NL,95,205,27,42,5,3,1,14,4,2,14,41,1,12,6,0,7,0.294,0.273,0.568
penato01,1995,1,CLE,AL,91,263,25,69,15,0,5,28,1,0,14,44,1,1,1,0,9,0.302,0.376,0.679
pendlte01,1995,1,FLO,NL,133,513,70,149,32,1,14,78,1,2,38,84,7,2,0,4,7,0.339,0.439,0.778
philljr01,1995,1,SFN,NL,92,231,27,45,9,0,9,28,1,1,19,69,2,0,2,0,3,0.256,0.351,0.607
phillto02,1995,1,CAL,AL,139,525,119,137,21,1,27,61,13,10,113,135,6,3,1,1,5,0.394,0.459,0.853
piazzmi01,1995,1,LAN,NL,112,434,82,150,17,0,32,93,1,0,39,80,10,1,0,1,10,0.4,0.606,1.006
polonlu01,1995,1,NYA,AL,67,238,37,62,9,3,2,15,10,4,25,29,1,0,2,4,3,0.326,0.349,0.675
puckeki01,1995,1,MIN,AL,137,538,83,169,39,0,23,99,3,2,56,89,18,3,0,5,15,0.379,0.515,0.894
raineti01,1995,1,CHA,AL,133,502,81,143,25,4,12,67,13,2,70,52,3,3,3,3,8,0.374,0.422,0.796
ramirma02,1995,1,CLE,AL,137,484,85,149,26,1,31,107,6,6,75,112,6,5,2,5,13,0.402,0.558,0.96
rebouje01,1995,1,MIN,AL,87,216,39,63,11,0,4,23,1,2,27,34,0,1,2,0,3,0.373,0.398,0.771
reedjo01,1995,1,SDN,NL,131,445,58,114,18,1,4,40,6,4,59,38,1,5,3,3,9,0.348,0.328,0.676
ripkeca01,1995,1,BAL,AL,144,550,71,144,33,2,17,88,0,1,52,59,6,2,1,8,15,0.324,0.422,0.745
roberbi01,1995,1,SDN,NL,73,296,40,90,14,0,2,25,20,2,17,36,1,2,1,0,2,0.346,0.372,0.718
rodriiv01,1995,1,TEX,AL,130,492,56,149,32,2,12,67,0,2,16,48,2,4,0,5,11,0.327,0.449,0.776
salmoti01,1995,1,CAL,AL,143,537,111,177,34,3,34,105,5,5,91,111,2,6,0,4,9,0.429,0.594,1.024
sanchre01,1995,1,CHN,NL,114,428,57,119,22,2,3,27,6,4,14,48,2,1,8,2,9,0.301,0.36,0.661
sandede02,1995,2,SFN,NL,52,214,29,61,9,5,5,18,8,6,18,42,0,2,1,0,1,0.346,0.444,0.79
sandere02,1995,1,CIN,NL,133,484,91,148,36,6,28,99,36,12,69,122,4,8,0,6,9,0.397,0.579,0.975
santibe01,1995,1,CIN,NL,81,266,40,76,20,0,11,44,2,2,24,48,1,4,0,2,7,0.351,0.485,0.836
scarsst01,1995,1,SFN,NL,80,233,33,62,10,3,11,29,3,2,18,82,0,6,3,1,2,0.333,0.476,0.81
seguida01,1995,2,MON,NL,97,383,59,117,22,3,10,57,1,4,28,38,4,2,4,1,8,0.355,0.457,0.812
seitzke01,1995,1,ML4,AL,132,492,56,153,33,3,5,69,2,0,64,57,2,6,5,3,13,0.395,0.421,0.815
sheafda01,1995,1,SLN,NL,76,208,24,48,10,1,5,30,0,0,23,38,2,0,0,1,8,0.306,0.361,0.667
sheffga01,1995,1,FLO,NL,63,213,46,69,8,0,16,46,19,4,55,45,8,4,0,2,3,0.467,0.587,1.054
shiplcr01,1995,1,HOU,NL,92,232,23,61,8,1,3,24,6,1,8,28,3,2,1,2,13,0.291,0.345,0.636
sierrru01,1995,1,OAK,AL,70,264,40,70,17,0,12,42,4,4,24,42,2,0,0,3,2,0.323,0.466,0.789
sierrru01,1995,2,NYA,AL,56,215,33,56,15,0,7,44,1,0,22,34,2,0,0,5,6,0.322,0.428,0.75
snowjt01,1995,1,CAL,AL,143,544,80,157,22,1,24,102,2,1,52,91,4,3,5,2,16,0.353,0.465,0.818
sojolu01,1995,1,SEA,AL,102,339,50,98,18,2,7,39,4,2,23,19,0,1,6,1,9,0.335,0.416,0.751
sorrepa01,1995,1,CLE,AL,104,323,50,76,14,0,25,79,1,1,51,71,6,0,0,4,10,0.336,0.511,0.847
sosasa01,1995,1,CHN,NL,144,564,89,151,17,3,36,119,34,7,58,134,11,5,0,2,8,0.34,0.5,0.84
spraged02,1995,1,TOR,AL,144,521,77,127,27,2,18,74,0,0,58,96,3,15,1,7,19,0.333,0.407,0.74
stahosc01,1995,1,MIN,AL,94,263,28,70,19,0,3,23,5,1,30,61,1,1,0,2,3,0.341,0.373,0.714
stanlmi02,1995,1,NYA,AL,118,399,63,107,29,1,18,83,1,1,57,106,1,5,0,9,14,0.36,0.481,0.841
steinte01,1995,1,OAK,AL,114,406,43,113,26,1,15,65,1,3,25,74,4,3,1,4,15,0.322,0.458,0.78
stockke01,1995,1,PHI,NL,125,412,42,90,14,3,1,32,6,1,43,75,9,9,10,3,7,0.304,0.274,0.578
surhobj01,1995,1,ML4,AL,117,415,72,133,26,3,13,73,7,3,37,43,4,4,2,4,7,0.378,0.492,0.87
tarasto01,1995,1,MON,NL,126,438,64,109,18,4,14,40,24,3,51,78,12,2,3,1,2,0.329,0.404,0.733
taubeed01,1995,1,CIN,NL,80,218,32,62,14,2,9,44,2,2,22,52,2,2,1,1,2,0.354,0.491,0.845
tettlmi01,1995,1,TEX,AL,134,429,76,102,19,1,32,78,0,0,107,110,5,7,1,3,8,0.396,0.51,0.906
thomafr04,1995,1,CHA,AL,145,493,102,152,27,0,40,111,3,2,136,74,29,6,0,12,14,0.454,0.606,1.061
thomeji01,1995,1,CLE,AL,137,452,92,142,29,3,25,73,4,3,97,113,3,5,0,3,8,0.438,0.558,0.996
thompro01,1995,1,SFN,NL,95,336,51,75,15,0,8,23,1,2,42,76,1,4,9,0,3,0.317,0.339,0.656
thompry01,1995,1,NYN,NL,75,267,39,67,13,0,7,31,3,1,19,77,1,4,0,4,12,0.306,0.378,0.684
tinslle01,1995,1,BOS,AL,100,341,61,97,17,1,7,41,18,8,39,74,1,1,9,1,8,0.359,0.402,0.76
trammal01,1995,1,DET,AL,74,223,28,60,12,0,2,23,3,1,27,19,4,0,3,2,8,0.345,0.35,0.695
valenjo02,1995,1,BOS,AL,135,520,108,155,37,2,27,102,20,5,81,67,2,10,4,6,7,0.399,0.533,0.931
valenjo03,1995,1,ML4,AL,112,338,62,74,23,3,11,49,16,8,37,83,0,0,7,4,0,0.293,0.402,0.695
vanslan01,1995,2,PHI,NL,63,214,26,52,10,2,3,16,7,0,28,41,1,2,0,2,6,0.333,0.35,0.684
vaughgr01,1995,1,ML4,AL,108,392,67,88,19,1,17,59,10,4,55,89,3,0,0,4,10,0.317,0.408,0.725
vaughmo01,1995,1,BOS,AL,140,550,98,165,28,3,39,126,11,4,68,150,17,14,0,4,17,0.388,0.575,0.963
velarra01,1995,1,NYA,AL,111,367,60,102,19,1,7,46,5,1,55,64,0,4,3,3,9,0.375,0.392,0.768
venturo01,1995,1,CHA,AL,135,492,79,145,22,0,26,93,4,3,75,98,11,1,1,8,8,0.384,0.498,0.882
verasqu01,1995,1,FLO,NL,124,440,86,115,20,7,5,32,56,21,80,68,0,9,7,2,7,0.384,0.373,0.757
vinafe01,1995,1,ML4,AL,113,288,46,74,7,7,3,29,6,3,22,28,0,9,4,2,6,0.327,0.361,0.688
vizcajo01,1995,1,NYN,NL,135,509,66,146,21,5,3,56,8,3,35,76,4,1,13,3,14,0.332,0.365,0.698
vizquom01,1995,1,CLE,AL,136,542,87,144,28,0,6,56,29,11,59,59,0,1,10,10,4,0.333,0.351,0.684
walbema01,1995,1,MIN,AL,115,393,40,101,18,1,1,44,3,1,25,71,2,1,1,2,11,0.302,0.316,0.617
walkela01,1995,1,COL,NL,131,494,96,151,31,5,36,101,16,3,49,72,13,14,0,5,13,0.381,0.607,0.988
wallati01,1995,1,LAN,NL,97,327,24,87,22,2,9,38,0,0,27,69,4,4,0,4,11,0.326,0.428,0.754
weisswa01,1995,1,COL,NL,137,427,65,111,17,3,1,25,15,3,98,57,8,5,6,1,7,0.403,0.321,0.724
whitalo01,1995,1,DET,AL,84,249,36,73,14,0,14,44,4,0,31,41,4,2,0,3,6,0.372,0.518,0.89
whitede03,1995,1,TOR,AL,101,427,61,121,23,5,10,53,11,2,29,97,1,5,1,3,5,0.334,0.431,0.765
whitema01,1995,2,PHI,NL,60,212,38,57,10,1,11,37,7,0,31,63,1,1,0,0,4,0.365,0.481,0.846
whitero02,1995,1,MON,NL,130,474,87,140,33,4,13,57,25,5,41,87,1,6,0,4,11,0.356,0.464,0.82
willibe02,1995,1,NYA,AL,144,563,93,173,29,9,18,82,8,6,75,98,1,5,2,3,12,0.392,0.487,0.878
willied01,1995,1,SDN,NL,97,296,35,77,11,1,12,47,0,0,23,47,0,4,0,2,21,0.32,0.426,0.746
willima04,1995,1,SFN,NL,76,283,53,95,17,1,23,65,2,0,30,58,8,2,0,3,8,0.399,0.647,1.046
wilsoda01,1995,1,SEA,AL,119,399,40,111,22,3,9,51,2,1,33,63,1,2,5,1,12,0.336,0.416,0.752
younger01,1995,1,COL,NL,120,366,68,116,21,9,6,36,35,12,49,29,3,5,3,1,4,0.404,0.473,0.876
zeileto01,1995,2,CHN,NL,79,299,34,68,16,0,9,30,0,0,16,53,0,3,4,3,11,0.271,0.371,0.642
abbotku01,1996,1,FLO,NL,109,320,37,81,18,7,8,33,3,3,22,99,1,3,4,0,7,0.307,0.428,0.735
alfoned01,1996,1,NYN,NL,123,368,36,96,15,2,4,40,2,0,25,56,2,0,9,5,8,0.304,0.345,0.649
alicelu01,1996,1,SLN,NL,129,380,54,98,26,3,5,42,11,3,52,78,9,5,4,6,4,0.35,0.382,0.731
allenje01,1996,1,PIT,NL,61,229,32,60,9,3,4,31,11,6,23,50,0,4,2,2,2,0.337,0.38,0.717
alomaro01,1996,1,BAL,AL,153,588,132,193,43,4,22,94,17,6,90,65,10,1,8,12,14,0.411,0.527,0.938
alomasa02,1996,1,CLE,AL,127,418,53,110,23,0,11,50,1,0,19,42,0,3,2,2,20,0.299,0.397,0.696
aloumo01,1996,1,MON,NL,143,540,87,152,28,2,21,96,9,4,49,83,7,2,0,7,15,0.339,0.457,0.797
amarari01,1996,1,SEA,AL,118,312,69,91,11,3,1,29,25,6,47,55,0,5,4,1,6,0.392,0.356,0.748
anderbr01,1996,1,BAL,AL,149,579,117,172,37,5,50,110,21,8,76,106,1,22,6,4,11,0.396,0.637,1.034
anderga01,1996,1,CAL,AL,150,607,79,173,33,2,12,72,7,9,27,84,5,0,5,3,22,0.314,0.405,0.719
andresh01,1996,1,MON,NL,127,375,43,85,15,2,19,64,3,1,35,119,8,2,0,2,2,0.295,0.429,0.724
ariasal01,1996,1,FLO,NL,100,224,27,62,11,2,3,26,2,0,17,28,1,3,1,1,2,0.335,0.384,0.719
ariasge01,1996,1,CAL,AL,84,252,19,60,8,1,6,28,2,0,16,50,2,0,6,0,6,0.284,0.349,0.633
aurilri01,1996,1,SFN,NL,105,318,27,76,7,1,3,26,4,1,25,52,2,1,6,2,1,0.295,0.296,0.59
ausmubr01,1996,2,DET,AL,75,226,30,56,12,0,4,22,3,4,26,45,1,2,5,2,4,0.328,0.354,0.682
baergca01,1996,1,CLE,AL,100,424,54,113,25,0,10,55,1,1,16,25,0,7,2,4,15,0.302,0.396,0.698
bagweje01,1996,1,HOU,NL,162,568,111,179,48,2,31,120,21,7,135,114,20,10,0,6,15,0.451,0.57,1.021
baineha01,1996,1,CHA,AL,143,495,80,154,29,0,22,95,3,1,73,62,7,1,0,3,20,0.399,0.503,0.902
barteki01,1996,1,DET,AL,110,217,32,55,6,1,1,14,20,10,17,77,0,0,13,0,1,0.308,0.304,0.612
batisto01,1996,1,OAK,AL,74,238,38,71,10,2,6,25,7,3,19,49,0,1,0,2,2,0.35,0.433,0.783
beckeri01,1996,1,MIN,AL,148,525,92,153,31,4,12,71,19,5,68,118,1,2,5,4,14,0.372,0.434,0.807
bellde01,1996,1,HOU,NL,158,627,84,165,40,3,17,113,29,3,40,123,8,8,0,9,18,0.311,0.418,0.729
belleal01,1996,1,CLE,AL,158,602,124,187,38,3,48,148,11,0,99,87,15,7,0,7,20,0.41,0.623,1.033
bellja01,1996,1,PIT,NL,151,527,65,132,29,3,13,71,6,4,54,108,5,5,6,6,10,0.323,0.391,0.714
benarma01,1996,1,SFN,NL,135,488,89,121,17,4,5,27,25,11,59,84,2,4,6,1,8,0.333,0.33,0.663
berroge01,1996,1,OAK,AL,153,586,101,170,32,1,36,106,0,3,47,122,0,4,0,6,16,0.344,0.532,0.876
berryse01,1996,1,HOU,NL,132,431,55,121,38,1,17,95,12,6,23,58,1,9,2,4,11,0.328,0.492,0.82
bicheda01,1996,1,COL,NL,159,633,114,198,39,3,31,141,31,12,45,105,4,6,0,10,18,0.359,0.531,0.89
biggicr01,1996,1,HOU,NL,162,605,113,174,24,4,15,75,25,7,75,72,0,27,8,8,10,0.386,0.415,0.801
blausje01,1996,1,ATL,NL,83,265,48,65,14,1,10,35,6,0,40,54,3,6,0,1,7,0.356,0.419,0.775
blowemi01,1996,1,LAN,NL,92,317,31,84,19,2,6,38,0,0,37,77,2,1,0,3,11,0.341,0.394,0.735
boggswa01,1996,1,NYA,AL,132,501,80,156,29,2,2,41,1,2,67,32,7,0,1,5,10,0.389,0.389,0.778
bondsba01,1996,1,SFN,NL,158,517,122,159,27,3,42,129,40,7,151,76,30,1,0,6,11,0.461,0.615,1.076
bonilbo01,1996,1,BAL,AL,159,595,107,171,27,5,28,116,1,3,75,85,7,5,0,17,13,0.363,0.491,0.853
boonebr01,1996,1,CIN,NL,142,520,56,121,21,3,12,69,3,2,31,100,0,3,5,9,9,0.275,0.354,0.629
bordimi01,1996,1,OAK,AL,155,525,46,126,18,4,5,54,5,6,52,59,0,1,4,5,8,0.307,0.318,0.625
bournra01,1996,1,OAK,AL,88,252,33,61,14,2,0,18,4,3,16,19,0,1,8,0,6,0.29,0.313,0.603
braggda01,1996,2,BOS,AL,58,222,38,56,14,1,3,22,6,4,36,39,2,2,1,3,3,0.357,0.365,0.722
bransje01,1996,1,CIN,NL,129,311,34,76,16,4,9,37,2,0,31,67,4,1,7,3,9,0.312,0.408,0.72
brosisc01,1996,1,OAK,AL,114,428,73,130,25,0,22,71,7,2,59,85,4,7,1,5,11,0.393,0.516,0.909
brumfja01,1996,2,TOR,AL,90,308,52,79,19,2,12,52,12,3,24,58,1,4,1,3,10,0.316,0.448,0.764
buhneja01,1996,1,SEA,AL,150,564,107,153,29,0,44,138,0,1,84,159,5,9,0,10,11,0.369,0.557,0.926
burksel01,1996,1,COL,NL,156,613,142,211,45,8,40,128,32,6,61,114,2,6,3,2,19,0.408,0.639,1.047
caminke01,1996,1,SDN,NL,146,546,109,178,37,2,40,130,11,5,78,99,16,4,0,10,15,0.408,0.621,1.028
cangejo01,1996,1,HOU,NL,108,262,49,69,11,4,1,16,17,9,44,41,0,5,1,1,4,0.378,0.347,0.726
cansejo01,1996,1,BOS,AL,96,360,68,104,22,1,28,82,3,1,63,82,3,6,0,3,7,0.4,0.589,0.989
carrema01,1996,1,SFN,NL,81,292,40,76,22,3,9,51,2,3,22,33,2,3,0,2,6,0.317,0.449,0.765
cartejo01,1996,1,TOR,AL,157,625,84,158,35,7,30,107,7,6,44,106,2,7,0,6,12,0.306,0.475,0.782
castivi02,1996,1,COL,NL,160,629,97,191,34,0,40,113,7,2,35,88,7,5,0,4,20,0.343,0.548,0.892
cedendo01,1996,1,TOR,AL,77,282,44,79,10,2,2,17,5,3,15,60,0,2,7,1,6,0.32,0.351,0.671
cedenro01,1996,1,LAN,NL,86,211,26,52,11,1,2,18,5,1,24,47,0,1,2,0,0,0.326,0.336,0.663
cirilje01,1996,1,ML4,AL,158,566,101,184,46,5,15,83,4,9,58,69,0,7,6,6,14,0.391,0.504,0.894
clarkda05,1996,1,PIT,NL,92,211,28,58,12,2,8,35,2,1,31,51,3,0,0,1,6,0.366,0.464,0.831
clarkto02,1996,1,DET,AL,100,376,56,94,14,0,27,72,0,1,29,127,1,0,0,6,7,0.299,0.503,0.802
clarkwi02,1996,1,TEX,AL,117,436,69,124,25,1,13,72,2,1,64,67,5,5,0,7,10,0.377,0.436,0.813
claytro01,1996,1,SLN,NL,129,491,64,136,20,4,6,35,33,15,33,89,4,1,2,4,13,0.321,0.371,0.692
colbrgr01,1996,1,FLO,NL,141,511,60,146,26,2,16,69,4,5,25,76,1,14,0,5,22,0.333,0.438,0.772
coninje01,1996,1,FLO,NL,157,597,84,175,32,2,26,95,1,4,62,121,1,4,0,7,17,0.36,0.484,0.844
coomero01,1996,1,MIN,AL,95,233,34,69,12,1,12,41,3,0,17,24,1,0,0,3,10,0.34,0.511,0.851
corajo01,1996,1,SEA,AL,144,530,90,154,37,6,6,45,5,5,35,32,1,7,6,5,9,0.34,0.417,0.757
cordoma01,1996,1,MIN,AL,145,569,97,176,46,1,16,111,11,5,53,96,4,8,0,9,18,0.371,0.478,0.849
curtich01,1996,1,DET,AL,104,400,65,105,20,1,10,37,16,10,53,73,0,1,6,6,14,0.346,0.393,0.738
damonjo01,1996,1,KCA,AL,145,517,61,140,22,5,6,50,25,5,31,64,3,3,10,5,4,0.313,0.368,0.68
davisch01,1996,1,CAL,AL,145,530,73,155,24,0,28,95,5,2,86,99,11,0,1,6,18,0.387,0.496,0.884
daviser01,1996,1,CIN,NL,129,415,81,119,20,0,26,83,23,9,70,121,3,6,1,4,8,0.394,0.523,0.917
delgaca01,1996,1,TOR,AL,138,488,68,132,28,2,25,92,0,0,58,139,2,9,0,8,13,0.353,0.49,0.843
deshide01,1996,1,LAN,NL,154,581,75,130,12,8,5,41,48,11,53,124,7,1,2,5,12,0.288,0.298,0.585
devermi01,1996,1,BAL,AL,127,323,49,74,11,2,8,34,8,2,34,53,0,2,2,2,8,0.305,0.35,0.655
disarga01,1996,1,CAL,AL,150,536,62,137,26,4,5,48,2,1,21,36,0,2,16,1,16,0.286,0.347,0.633
duncama01,1996,1,NYA,AL,109,400,62,136,34,3,8,56,4,3,9,77,1,1,2,5,10,0.352,0.5,0.852
dunstsh01,1996,1,SFN,NL,82,287,27,86,12,2,5,25,8,0,13,40,0,1,5,1,8,0.331,0.408,0.739
durhara01,1996,1,CHA,AL,156,557,79,153,33,5,10,65,30,4,58,95,4,10,7,7,6,0.35,0.406,0.755
dyeje01,1996,1,ATL,NL,98,292,32,82,16,0,12,37,1,4,8,67,0,3,0,3,11,0.304,0.459,0.763
